"Label","Type","Event","Primary Topic Tag","Secondary Topic Tag","Repository","Google Doc Id","Url","Title","Abstract"
"Credential Providers for Signing Application Requests","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1WbA9xYn9e9hK4QMdwwAzGGihe_XYnmwP","1WbA9xYn9e9hK4QMdwwAzGGihe_XYnmwP","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/CredentialProvider_App_Integration.md","Credential Providers for Signing Application Requests",
"DClaims News","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1LTSH7jGhbsDoAZlUqXHkyLC1NAqQsRBA","1LTSH7jGhbsDoAZlUqXHkyLC1NAqQsRBA","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/DClaims.md","DClaims News - A Fake News Mitigation Platform","The verification of news articles is a difficult problem to solve. The media has a great power over society and fake news can have deep consequences. DClaims News is a browser extension that allows for anyone to make and view claims about any news article. It is built with IPFS and Ethereum."
"Decentralized Attestations Storage Challenges","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1YfXrEBIorttD0_fxK1f7u1HBMFLe6dSc","1YfXrEBIorttD0_fxK1f7u1HBMFLe6dSc","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/decentralised-attestations-storage-network-challenges.md","Decentralized Attestations Storage - Current Challenges","Our ongoing effort for implementing a decentralized vendor ratings and reviews system has posed a number of challenges while trying to store attestations provided by peers such that they are stored in persistent, decentralized storage that validate attestations before storing them. We are using IPFS for our current implementation but providing layers of validation and replication highlights the need for storage network that can provide these features in a generic manner such that various Dapps can use the same network. In this document we motivate the need for such a network by highlighting the challenges we are facing during our implementation effort."
"Decentralized Identities for the Cannabis Industry","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=10n3Oblx2sRBOSlDF9JYhK2lF3BzQ_03M","10n3Oblx2sRBOSlDF9JYhK2lF3BzQ_03M","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/cannabis-kyc.md","Decentralized Identities for the Cannabis Industry","Blockchain presents an opportunity to introduce self-sovereign identities as a way for individuals and organizations to provide identity claims to navigate this highly regulatory landscape. From the consumer perspective, since I am able to own my identity, I can divulge the age and identification requirements necessary to enter dispensaries. Regarding employment, the situation is more complex. As an employer, how would I access an employee’s employment history? If this person were blacklisted from other cannabis businesses, should I know? How? Later sections will explore how we plan on tackling this issue. Though identity will play a central role, governments are slow to respond. Some forward thinking governments have begun adopting decentralized identities, such as the city of Zug and Brazil. However, usage of these identity systems in highly regulated markets such as cannabis remain to be seen. We plan on taking a different approach to adoption."
"Decentralized Interfaces and the Request","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1mw3YwKJSBgjzfoM5ZRn_tjmfSIZ8UENE","1mw3YwKJSBgjzfoM5ZRn_tjmfSIZ8UENE","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/decentralized-interfaces.md","Decentralized Interfaces and the Request-Responsive World","We want a world where all our needs are solved in the best possible way. The world we are looking for is request-responsive. This means that for any of our requests (expressed both directly or indirectly) we can simultaneously get multiple solutions (responses) from theoretically any existing entity on this planet. This kind of system will increase competition of agents that solve the requests and also the quality of solutions. At the same time, the system enables people, things and software themselves to cooperate at a new level."
"DID Auth: Scope","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1galhtomj9KVLoH9mYTiZNPBG5EGuXpMY","1galhtomj9KVLoH9mYTiZNPBG5EGuXpMY","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/DID%20Auth:%20Scope%2C%20Formats%2C%20and%20Protocols.md","DID Auth: Scope, Formats, and Protocols","Now as certain base technologies for decentralized identity are becoming more mature (e.g. DIDs), this seems to be a good time to work on some of the most basic uses of these building blocks – such as using DIDs for authentication. There is broad interest from many individuals and organizations around the world in this topic. This paper is intended as an overview and outline to frame the discussion about DID Auth at RWoT#6."
"DID-Auth Protocol","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1vI42imc4lB78cFGQXQ9mKTKlXWdT3Ljb","1vI42imc4lB78cFGQXQ9mKTKlXWdT3Ljb","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/DID-Auth%20protocol.md","DID-Auth Protocol","this is nearly an implementation of TLS 1.3 using public keys associated with a DID rooted on a blockchain rather than X.509 Certificates. It allows two DID owners to be able to mutually authenticate with a high degree of certainty (as long as the private key haven\"t been cracked, stolen, intercepted, etc) and can establish an ephemeral, secure, communication channel. The main concerns with TLS at this point is that established libraries such as OpenSSL, GnuTLS, and wolfSSL need slight modifications in order to run DID-TLS. In the intermediary, we could utilize this protocol to get Authentication through DIDs working, and then when the modifications in Open-TLS are accepted into the libraries, DID-Authentication could migrate to these libraries."
"did:erc725 method","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1WAiFTHu9zIWdcbvxe7iCt23935sUFiFz","1WAiFTHu9zIWdcbvxe7iCt23935sUFiFz","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/DID-Method-erc725.md","did:erc725 method","Decentralized Identifiers (DIDs, see [1]) are designed to be compatible with any distributed ledger or network (called the target system). In the Ethereum community, a pattern known as ERC725 (see [2]) utilizes smart contracts for standard key management functions. We propose a new DID method that allows ERC725 identities to be treated as valid DIDs. One advantage of this DID method over others appears to be the ability to use the full flexibility of Ethereum smart contracts for key management purposes."
"Distributed Reputation Systems Using Blockchain Records","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1uobEIsquNEWjxt73EV5ysaacsPa2RURX","1uobEIsquNEWjxt73EV5ysaacsPa2RURX","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/distributed-reputation-systems-kate-sills.md","Distributed Reputation Systems Using Blockchain Records","The success of a reputation system can be defined as welfare maximizing, that is, minimizing “the members’ objective sum of (1) transaction costs and (2) deadweight losses arising from failures to exploit potential gains from trade” (Ellickson 1991, 184). While theoretically useful, this definition unfortunately attempts to objectively assess something which is naturally subjective. Therefore, the main measure of an operational reputation system should be whether people voluntarily decide to use it. If so, it would follow that value has been added, either by lowering transaction costs or enabling trade that hadn’t been possible before. Additionally, a backwards-looking measure of success might be the predictive power of the model—did an agent defect when cooperation was predicted, and vice versa."
"hashed-PII-Question","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1i3u88qFdvJSR1b43DMjRS6jkmDwTWMwW","1i3u88qFdvJSR1b43DMjRS6jkmDwTWMwW","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/hashed-PII-Question.md","hashed-PII-Question","I decided to open a thread On Twitter for ID & security professionals to share why (/if) putting hashed PII on any immutable ledger(blockchain) is a bad Idea. Not everyone agreed that it was bad if certain thingss were done right. There were 15 direct responses and then a whole lot of subthreads. I have pulled out all the subthreads. All tweets are linked to. Yes...all of them. Let me know if i missed a thread and I will pull it in."
"Identity System for Immersive and Ambient Computing","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=19Kmwbli1Ghhqsai1Uv942VsMtx1_gQ_s","19Kmwbli1Ghhqsai1Uv942VsMtx1_gQ_s","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/identy_immersive_ambient_computing.md","Identity System for Immersive and Ambient Computing","These are big upcoming changes and a whole set of accompanying risks that together offer the opportunity to transform human-computer interaction. We must seek to make good use of this transformation and take the chance to implement a platform that is focused on humans. This is our chance to bring back the initial vision of the Internet, a decentralized network where the different peers had similar power, instead of most connections mainly going through the servers of very few big corporations. It is our chance to build a platform where users are treated as humans, truly owning the different aspects of their identity and without discrimination. It is our chance to build a user interface that is capable of blending physical and digital reality without turning humans into products. We need an open, safe and private platform for all technology that guarantees equal opportunities for everyone and provides a great experience. And the Web is a great starting point as it’s the most open and universal platform out there. Based on this philosophy, Holonet is a set of tools to make the Web the platform for ambient and immersive computing. Tools to act as a bridge from the current Web to the social 3D Web, where people own their identities."
